"Zip Code","Year","Month","Registry Enrollments"
"14850","2008","9","246"
"11215","2008","9","199"
"10025","2008","9","193"
"11238","2008","9","160"
"11201","2008","9","154"
"10024","2008","9","151"
"10023","2008","9","150"
"10128","2008","9","138"
"10011","2008","9","135"
"10009","2008","9","128"
"11217","2008","9","123"
"10003","2008","9","123"
"11211","2008","9","122"
"10019","2008","9","119"
"10016","2008","9","111"
"11231","2008","9","107"
"10021","2008","9","104"
"10028","2008","9","103"
"12866","2008","9","100"
"10014","2008","9","97"
"14221","2008","9","95"
"11218","2008","9","95"
"13601","2008","9","91"
"11222","2008","9","91"
"12065","2008","9","89"
"11226","2008","9","88"
"11377","2008","9","88"
"10463","2008","9","87"
"10027","2008","9","85"
"10002","2008","9","85"
"10036","2008","9","84"
"10032","2008","9","83"
"14120","2008","9","83"
"10029","2008","9","81"
"11746","2008","9","79"
"11221","2008","9","78"
"12901","2008","9","78"
"11216","2008","9","78"
"11385","2008","9","78"
"12020","2008","9","75"
"14075","2008","9","75"
"11561","2008","9","74"
"14094","2008","9","73"
"14224","2008","9","72"
"11206","2008","9","71"
"10022","2008","9","70"
"11375","2008","9","69"
"10033","2008","9","69"
"11205","2008","9","68"
"11102","2008","9","67"
"14580","2008","9","67"
"14086","2008","9","67"
"13027","2008","9","67"
"10026","2008","9","65"
"10467","2008","9","65"
"10314","2008","9","64"
"11758","2008","9","64"
"11209","2008","9","63"
"11103","2008","9","62"
"11772","2008","9","62"
"10010","2008","9","62"
"10701","2008","9","62"
"12180","2008","9","62"
"12601","2008","9","61"
"12603","2008","9","61"
"14150","2008","9","61"
"10940","2008","9","60"
"10040","2008","9","60"
"11743","2008","9","60"
"10462","2008","9","60"
"11756","2008","9","60"
"14450","2008","9","60"
"11106","2008","9","59"
"11706","2008","9","59"
"10456","2008","9","58"
"10034","2008","9","58"
"13760","2008","9","57"
"11779","2008","9","57"
"14830","2008","9","57"
"11233","2008","9","57"
"14424","2008","9","56"
"10031","2008","9","56"
"10012","2008","9","55"
"11372","2008","9","55"
"11727","2008","9","55"
"11207","2008","9","55"
"12401","2008","9","55"
"12590","2008","9","55"
"14226","2008","9","54"
"10001","2008","9","54"
"10458","2008","9","54"
"10013","2008","9","54"
"11105","2008","9","53"
"10801","2008","9","53"
"10075","2008","9","53"
"10468","2008","9","52"
"14052","2008","9","52"
"12303","2008","9","51"
"11101","2008","9","51"
"14127","2008","9","50"
"14051","2008","9","50"
"12302","2008","9","50"
"12561","2008","9","49"
"10453","2008","9","49"
"11373","2008","9","49"
"13905","2008","9","49"
"14534","2008","9","49"
"10452","2008","9","48"
"11220","2008","9","48"
"11967","2008","9","48"
"10990","2008","9","48"
"10065","2008","9","48"
"11213","2008","9","48"
"10017","2008","9","47"
"13045","2008","9","47"
"12203","2008","9","47"
"11225","2008","9","47"
"14072","2008","9","46"
"11776","2008","9","46"
"12309","2008","9","46"
"14760","2008","9","45"
"14020","2008","9","45"
"13126","2008","9","45"
"10038","2008","9","44"
"10583","2008","9","44"
"10457","2008","9","44"
"11104","2008","9","44"
"12508","2008","9","43"
"11757","2008","9","42"
"12550","2008","9","42"
"11237","2008","9","42"
"11787","2008","9","42"
"13090","2008","9","42"
"12019","2008","9","42"
"10460","2008","9","41"
"10538","2008","9","41"
"10461","2008","9","41"
"11566","2008","9","40"
"14304","2008","9","40"
"14620","2008","9","40"
"10580","2008","9","40"
"10301","2008","9","40"
"11542","2008","9","40"
"12208","2008","9","40"
"11768","2008","9","40"
"13021","2008","9","39"
"12533","2008","9","39"
"11368","2008","9","39"
"10472","2008","9","39"
"10591","2008","9","39"
"11212","2008","9","39"
"10570","2008","9","38"
"10469","2008","9","38"
"14618","2008","9","38"
"10473","2008","9","38"
"11232","2008","9","38"
"14624","2008","9","38"
"14217","2008","9","38"
"12534","2008","9","37"
"14225","2008","9","37"
"14043","2008","9","37"
"13440","2008","9","37"
"12804","2008","9","37"
"10304","2008","9","37"
"14870","2008","9","37"
"11763","2008","9","37"
"13069","2008","9","37"
"13850","2008","9","37"
"11778","2008","9","37"
"11355","2008","9","37"
"13903","2008","9","36"
"11203","2008","9","36"
"12801","2008","9","36"
"11801","2008","9","36"
"11520","2008","9","36"
"14609","2008","9","36"
"11720","2008","9","35"
"14220","2008","9","35"
"11570","2008","9","35"
"12306","2008","9","35"
"12553","2008","9","35"
"11208","2008","9","35"
"10950","2008","9","35"
"10705","2008","9","35"
"10603","2008","9","34"
"10451","2008","9","34"
"11717","2008","9","34"
"10466","2008","9","34"
"11432","2008","9","34"
"10035","2008","9","34"
"10605","2008","9","34"
"13662","2008","9","34"
"11741","2008","9","33"
"10573","2008","9","33"
"11937","2008","9","33"
"11510","2008","9","33"
"11710","2008","9","33"
"11949","2008","9","33"
"10704","2008","9","33"
"10459","2008","9","33"
"11793","2008","9","33"
"11050","2008","9","32"
"14526","2008","9","32"
"10512","2008","9","32"
"11731","2008","9","32"
"11735","2008","9","32"
"14701","2008","9","32"
"10562","2008","9","32"
"10552","2008","9","32"
"11236","2008","9","32"
"14626","2008","9","32"
"13088","2008","9","32"
"13820","2008","9","32"
"11704","2008","9","32"
"13210","2008","9","32"
"11790","2008","9","32"
"12047","2008","9","32"
"12054","2008","9","32"
"14612","2008","9","31"
"12831","2008","9","31"
"10541","2008","9","31"
"10708","2008","9","31"
"14213","2008","9","31"
"11374","2008","9","31"
"14456","2008","9","31"
"11590","2008","9","31"
"10598","2008","9","30"
"10312","2008","9","30"
"13603","2008","9","30"
"14564","2008","9","30"
"11777","2008","9","30"
"11946","2008","9","30"
"11530","2008","9","30"
"11803","2008","9","30"
"10465","2008","9","30"
"11762","2008","9","30"
"14228","2008","9","30"
"14048","2008","9","29"
"13104","2008","9","29"
"14845","2008","9","29"
"13031","2008","9","29"
"11554","2008","9","29"
"10956","2008","9","29"
"13676","2008","9","29"
"10543","2008","9","29"
"11249","2008","9","28"
"10306","2008","9","28"
"11418","2008","9","28"
"10549","2008","9","28"
"10471","2008","9","28"
"11040","2008","9","28"
"11782","2008","9","28"
"11725","2008","9","28"
"12144","2008","9","28"
"11733","2008","9","27"
"11784","2008","9","27"
"10309","2008","9","27"
"12110","2008","9","27"
"10954","2008","9","27"
"14527","2008","9","27"
"14227","2008","9","27"
"11234","2008","9","27"
"10803","2008","9","27"
"11580","2008","9","27"
"10455","2008","9","27"
"10030","2008","9","27"
"14617","2008","9","27"
"14063","2008","9","27"
"14216","2008","9","26"
"11434","2008","9","26"
"14222","2008","9","26"
"12205","2008","9","26"
"11729","2008","9","26"
"12118","2008","9","26"
"10305","2008","9","26"
"14223","2008","9","26"
"11354","2008","9","26"
"10601","2008","9","26"
"12210","2008","9","26"
"11361","2008","9","26"
"12572","2008","9","26"
"10977","2008","9","26"
"11795","2008","9","26"
"12308","2008","9","25"
"11379","2008","9","25"
"12528","2008","9","25"
"11702","2008","9","25"
"11550","2008","9","25"
"14031","2008","9","25"
"11001","2008","9","25"
"14904","2008","9","24"
"11563","2008","9","24"
"12189","2008","9","24"
"11210","2008","9","24"
"10960","2008","9","24"
"14610","2008","9","24"
"14905","2008","9","24"
"11691","2008","9","24"
"11003","2008","9","24"
"10509","2008","9","24"
"11901","2008","9","24"
"13790","2008","9","24"
"14420","2008","9","23"
"13035","2008","9","23"
"12010","2008","9","23"
"13206","2008","9","23"
"11783","2008","9","23"
"11764","2008","9","23"
"11214","2008","9","23"
"14218","2008","9","23"
"11780","2008","9","23"
"11722","2008","9","23"
"10566","2008","9","23"
"11738","2008","9","23"
"14607","2008","9","22"
"13669","2008","9","22"
"11789","2008","9","22"
"13057","2008","9","22"
"11701","2008","9","22"
"13066","2008","9","22"
"10550","2008","9","22"
"11421","2008","9","22"
"11703","2008","9","22"
"10924","2008","9","22"
"12524","2008","9","22"
"13619","2008","9","22"
"11501","2008","9","22"
"14206","2008","9","22"
"10901","2008","9","22"
"14425","2008","9","22"
"11747","2008","9","21"
"10514","2008","9","21"
"11357","2008","9","21"
"13219","2008","9","21"
"11230","2008","9","21"
"13323","2008","9","21"
"12839","2008","9","21"
"10044","2008","9","21"
"10039","2008","9","21"
"10308","2008","9","21"
"11010","2008","9","21"
"14886","2008","9","21"
"14305","2008","9","21"
"10310","2008","9","21"
"11714","2008","9","21"
"11415","2008","9","21"
"13039","2008","9","21"
"10303","2008","9","20"
"13208","2008","9","20"
"10007","2008","9","20"
"11369","2008","9","20"
"12188","2008","9","20"
"13205","2008","9","20"
"10804","2008","9","20"
"12983","2008","9","20"
"10805","2008","9","20"
"14810","2008","9","20"
"10709","2008","9","20"
"11726","2008","9","20"
"10567","2008","9","20"
"11365","2008","9","20"
"11694","2008","9","20"
"11358","2008","9","20"
"14141","2008","9","20"
"10510","2008","9","20"
"11705","2008","9","20"
"13032","2008","9","20"
"11412","2008","9","20"
"10005","2008","9","20"
"14174","2008","9","19"
"14901","2008","9","19"
"11572","2008","9","19"
"12962","2008","9","19"
"13502","2008","9","19"
"11791","2008","9","19"
"10475","2008","9","19"
"11235","2008","9","19"
"11435","2008","9","19"
"11030","2008","9","19"
"11229","2008","9","19"
"10454","2008","9","19"
"13326","2008","9","19"
"12061","2008","9","19"
"13215","2008","9","19"
"14867","2008","9","19"
"14214","2008","9","19"
"13367","2008","9","19"
"11420","2008","9","19"
"11378","2008","9","19"
"12477","2008","9","19"
"14219","2008","9","18"
"14623","2008","9","18"
"10520","2008","9","18"
"10710","2008","9","18"
"12953","2008","9","18"
"11754","2008","9","18"
"11755","2008","9","18"
"11228","2008","9","18"
"11416","2008","9","18"
"12771","2008","9","18"
"11788","2008","9","18"
"13152","2008","9","18"
"14621","2008","9","18"
"13203","2008","9","18"
"14215","2008","9","18"
"14210","2008","9","18"
"11413","2008","9","18"
"14454","2008","9","17"
"12414","2008","9","17"
"14616","2008","9","17"
"11961","2008","9","17"
"11419","2008","9","17"
"12211","2008","9","17"
"13212","2008","9","17"
"13901","2008","9","17"
"11766","2008","9","17"
"14004","2008","9","17"
"10280","2008","9","17"
"12182","2008","9","17"
"12589","2008","9","17"
"14207","2008","9","17"
"10965","2008","9","17"
"11223","2008","9","17"
"10703","2008","9","17"
"12571","2008","9","17"
"12586","2008","9","17"
"12043","2008","9","17"
"12209","2008","9","17"
"11752","2008","9","17"
"10282","2008","9","16"
"10595","2008","9","16"
"14057","2008","9","16"
"14882","2008","9","16"
"11742","2008","9","16"
"11751","2008","9","16"
"11433","2008","9","16"
"14068","2008","9","16"
"10606","2008","9","16"
"11953","2008","9","16"
"14468","2008","9","16"
"14519","2008","9","16"
"11356","2008","9","16"
"11596","2008","9","16"
"10941","2008","9","16"
"11771","2008","9","16"
"14606","2008","9","16"
"12159","2008","9","16"
"11360","2008","9","16"
"10706","2008","9","16"
"10530","2008","9","16"
"11364","2008","9","16"
"13209","2008","9","16"
"12542","2008","9","16"
"10037","2008","9","16"
"11575","2008","9","16"
"11951","2008","9","16"
"11204","2008","9","15"
"10604","2008","9","15"
"13413","2008","9","15"
"11798","2008","9","15"
"14047","2008","9","15"
"11367","2008","9","15"
"11792","2008","9","15"
"11552","2008","9","15"
"14059","2008","9","15"
"11721","2008","9","15"
"13421","2008","9","15"
"14513","2008","9","15"
"11692","2008","9","15"
"13165","2008","9","15"
"11553","2008","9","15"
"10069","2008","9","15"
"13815","2008","9","15"
"11370","2008","9","15"
"12037","2008","9","15"
"11950","2008","9","15"
"10590","2008","9","15"
"10522","2008","9","14"
"13207","2008","9","14"
"13078","2008","9","14"
"12803","2008","9","14"
"10980","2008","9","14"
"10930","2008","9","14"
"12540","2008","9","14"
"13077","2008","9","14"
"10918","2008","9","14"
"14032","2008","9","14"
"14613","2008","9","14"
"14487","2008","9","14"
"10006","2008","9","14"
"14437","2008","9","14"
"11219","2008","9","14"
"11224","2008","9","14"
"13053","2008","9","14"
"14779","2008","9","14"
"14482","2008","9","14"
"14608","2008","9","14"
"11968","2008","9","14"
"10018","2008","9","14"
"12033","2008","9","14"
"12077","2008","9","14"
"10470","2008","9","14"
"14883","2008","9","13"
"14001","2008","9","13"
"11422","2008","9","13"
"10992","2008","9","13"
"14892","2008","9","13"
"12078","2008","9","13"
"11740","2008","9","13"
"13073","2008","9","13"
"12304","2008","9","13"
"12084","2008","9","13"
"14136","2008","9","13"
"13036","2008","9","13"
"11713","2008","9","13"
"14625","2008","9","13"
"12545","2008","9","13"
"13827","2008","9","13"
"10516","2008","9","13"
"13224","2008","9","13"
"13617","2008","9","13"
"14092","2008","9","13"
"10989","2008","9","13"
"12206","2008","9","13"
"12834","2008","9","13"
"13501","2008","9","13"
"14586","2008","9","13"
"14067","2008","9","13"
"10528","2008","9","13"
"14895","2008","9","13"
"13350","2008","9","13"
"13148","2008","9","13"
"13068","2008","9","13"
"10707","2008","9","13"
"12549","2008","9","13"
"11429","2008","9","12"
"10004","2008","9","12"
"11934","2008","9","12"
"11558","2008","9","12"
"13357","2008","9","12"
"14512","2008","9","12"
"14903","2008","9","12"
"12946","2008","9","12"
"12721","2008","9","12"
"12564","2008","9","12"
"10533","2008","9","12"
"11417","2008","9","12"
"12514","2008","9","12"
"14085","2008","9","12"
"14006","2008","9","12"
"10536","2008","9","12"
"11978","2008","9","12"
"14301","2008","9","12"
"11427","2008","9","12"
"13037","2008","9","12"
"14622","2008","9","12"
"11426","2008","9","12"
"13612","2008","9","12"
"13346","2008","9","12"
"14843","2008","9","12"
"11021","2008","9","12"
"10589","2008","9","12"
"14445","2008","9","11"
"11518","2008","9","11"
"13365","2008","9","11"
"12446","2008","9","11"
"13856","2008","9","11"
"12305","2008","9","11"
"14817","2008","9","11"
"12018","2008","9","11"
"13492","2008","9","11"
"12009","2008","9","11"
"11560","2008","9","11"
"12095","2008","9","11"
"10970","2008","9","11"
"14559","2008","9","11"
"12822","2008","9","11"
"12833","2008","9","11"
"14011","2008","9","11"
"14428","2008","9","11"
"11940","2008","9","11"
"13108","2008","9","11"
"10576","2008","9","11"
"12518","2008","9","11"
"11952","2008","9","11"
"13204","2008","9","11"
"13642","2008","9","11"
"11545","2008","9","11"
"14414","2008","9","11"
"10506","2008","9","11"
"13778","2008","9","11"
"11576","2008","9","11"
"12566","2008","9","11"
"12828","2008","9","11"
"10553","2008","9","10"
"10921","2008","9","10"
"14706","2008","9","10"
"13214","2008","9","10"
"12184","2008","9","10"
"13602","2008","9","10"
"14757","2008","9","10"
"11423","2008","9","10"
"12157","2008","9","10"
"14411","2008","9","10"
"11963","2008","9","10"
"11004","2008","9","10"
"12123","2008","9","10"
"11414","2008","9","10"
"10928","2008","9","10"
"13624","2008","9","10"
"12972","2008","9","10"
"11109","2008","9","10"
"14464","2008","9","10"
"14727","2008","9","10"
"10504","2008","9","10"
"13041","2008","9","10"
"11579","2008","9","10"
"10579","2008","9","10"
"11944","2008","9","10"
"11724","2008","9","10"
"13166","2008","9","10"
"14472","2008","9","10"
"14850","2008","10","176"
"11215","2008","10","152"
"10025","2008","10","150"
"10023","2008","10","127"
"10011","2008","10","114"
"10128","2008","10","114"
"10024","2008","10","114"
"11201","2008","10","107"
"10003","2008","10","107"
"11238","2008","10","106"
"10009","2008","10","101"
"11211","2008","10","96"
"11222","2008","10","86"
"10016","2008","10","78"
"10021","2008","10","76"
"11218","2008","10","75"
"14221","2008","10","75"
"10014","2008","10","73"
"13601","2008","10","73"
"14120","2008","10","72"
"10027","2008","10","72"
"10028","2008","10","71"
"12901","2008","10","71"
"12866","2008","10","70"
"12180","2008","10","67"
"14075","2008","10","65"
"10463","2008","10","64"
"14224","2008","10","63"
"12065","2008","10","62"
"10029","2008","10","62"
"11561","2008","10","62"
"14094","2008","10","61"
"11375","2008","10","60"
"11231","2008","10","59"
"10036","2008","10","59"
"10019","2008","10","58"
"11385","2008","10","58"
"10573","2008","10","56"
"10002","2008","10","56"
"11772","2008","10","56"
"11217","2008","10","56"
"11106","2008","10","55"
"10033","2008","10","55"
"14304","2008","10","55"
"11206","2008","10","54"
"11225","2008","10","54"
"11743","2008","10","54"
"12603","2008","10","54"
"14580","2008","10","53"
"10462","2008","10","53"
"11746","2008","10","52"
"10010","2008","10","51"
"11221","2008","10","51"
"11758","2008","10","51"
"14450","2008","10","50"
"14226","2008","10","50"
"11216","2008","10","50"
"10314","2008","10","50"
"11209","2008","10","50"
"11372","2008","10","49"
"10467","2008","10","49"
"13760","2008","10","48"
"11102","2008","10","48"
"10032","2008","10","48"
"11208","2008","10","48"
"10012","2008","10","48"
"11205","2008","10","48"
"11103","2008","10","48"
"11226","2008","10","48"
"10458","2008","10","48"
"12302","2008","10","47"
"13126","2008","10","47"
"12309","2008","10","47"
"13820","2008","10","47"
"12590","2008","10","45"
"10452","2008","10","45"
"14150","2008","10","45"
"11720","2008","10","45"
"11105","2008","10","44"
"14225","2008","10","44"
"11377","2008","10","44"
"14424","2008","10","44"
"10026","2008","10","44"
"10701","2008","10","44"
"10022","2008","10","44"
"10801","2008","10","43"
"10031","2008","10","43"
"11757","2008","10","42"
"10034","2008","10","42"
"13045","2008","10","41"
"11101","2008","10","41"
"14830","2008","10","41"
"11706","2008","10","41"
"11104","2008","10","41"
"13027","2008","10","41"
"12601","2008","10","41"
"10040","2008","10","41"
"12804","2008","10","40"
"13021","2008","10","40"
"14845","2008","10","40"
"12401","2008","10","40"
"11763","2008","10","39"
"11207","2008","10","39"
"11779","2008","10","39"
"14620","2008","10","39"
"10312","2008","10","38"
"10468","2008","10","38"
"12203","2008","10","38"
"11756","2008","10","38"
"10035","2008","10","38"
"11220","2008","10","37"
"10466","2008","10","37"
"11590","2008","10","37"
"10583","2008","10","37"
"10456","2008","10","36"
"14051","2008","10","36"
"10075","2008","10","35"
"12205","2008","10","35"
"14127","2008","10","35"
"10001","2008","10","35"
"12550","2008","10","35"
"13440","2008","10","35"
"14086","2008","10","35"
"10453","2008","10","35"
"11374","2008","10","34"
"11704","2008","10","34"
"10451","2008","10","34"
"13069","2008","10","34"
"10013","2008","10","34"
"10940","2008","10","34"
"12020","2008","10","34"
"11373","2008","10","34"
"11967","2008","10","34"
"12508","2008","10","34"
"14072","2008","10","34"
"12010","2008","10","34"
"12303","2008","10","33"
"14220","2008","10","33"
"12047","2008","10","33"
"10457","2008","10","33"
"10591","2008","10","33"
"14609","2008","10","32"
"12534","2008","10","32"
"10038","2008","10","31"
"13090","2008","10","31"
"11554","2008","10","31"
"14048","2008","10","31"
"10461","2008","10","31"
"14624","2008","10","31"
"11787","2008","10","31"
"12054","2008","10","31"
"10301","2008","10","31"
"11213","2008","10","31"
"14216","2008","10","30"
"13905","2008","10","30"
"12831","2008","10","30"
"10956","2008","10","30"
"10950","2008","10","30"
"10473","2008","10","30"
"10580","2008","10","30"
"10705","2008","10","30"
"10990","2008","10","30"
"11776","2008","10","30"
"12306","2008","10","30"
"10562","2008","10","30"
"12533","2008","10","29"
"14043","2008","10","29"
"14217","2008","10","29"
"11727","2008","10","29"
"11520","2008","10","29"
"11901","2008","10","29"
"11050","2008","10","29"
"12524","2008","10","29"
"13210","2008","10","29"
"11355","2008","10","28"
"11570","2008","10","28"
"11735","2008","10","28"
"10030","2008","10","28"
"11795","2008","10","28"
"14760","2008","10","28"
"14215","2008","10","28"
"12561","2008","10","28"
"11435","2008","10","28"
"12019","2008","10","28"
"14227","2008","10","28"
"11510","2008","10","27"
"14534","2008","10","27"
"12477","2008","10","27"
"11710","2008","10","27"
"14612","2008","10","27"
"14223","2008","10","27"
"14564","2008","10","27"
"11530","2008","10","27"
"11230","2008","10","27"
"11725","2008","10","27"
"11566","2008","10","27"
"11237","2008","10","27"
"12528","2008","10","27"
"14052","2008","10","26"
"10459","2008","10","26"
"11778","2008","10","26"
"11233","2008","10","26"
"11784","2008","10","26"
"10065","2008","10","26"
"12801","2008","10","26"
"10465","2008","10","26"
"10469","2008","10","26"
"13206","2008","10","26"
"13850","2008","10","26"
"10305","2008","10","26"
"11731","2008","10","25"
"11937","2008","10","25"
"10460","2008","10","25"
"11234","2008","10","25"
"14618","2008","10","25"
"12208","2008","10","25"
"11801","2008","10","25"
"14020","2008","10","25"
"10306","2008","10","25"
"11434","2008","10","25"
"13903","2008","10","25"
"12144","2008","10","25"
"14701","2008","10","25"
"11001","2008","10","25"
"10310","2008","10","25"
"10566","2008","10","25"
"11420","2008","10","24"
"14626","2008","10","24"
"10471","2008","10","24"
"11413","2008","10","24"
"10954","2008","10","24"
"11741","2008","10","24"
"11768","2008","10","24"
"14063","2008","10","24"
"11368","2008","10","24"
"12983","2008","10","24"
"14228","2008","10","24"
"14559","2008","10","24"
"12189","2008","10","23"
"10538","2008","10","23"
"11701","2008","10","23"
"10472","2008","10","23"
"14870","2008","10","23"
"10708","2008","10","23"
"12308","2008","10","23"
"10280","2008","10","23"
"11236","2008","10","23"
"10552","2008","10","23"
"13669","2008","10","23"
"10475","2008","10","23"
"10520","2008","10","23"
"12211","2008","10","23"
"14006","2008","10","22"
"10017","2008","10","22"
"11803","2008","10","22"
"10710","2008","10","22"
"10522","2008","10","22"
"11722","2008","10","22"
"11357","2008","10","22"
"12110","2008","10","22"
"10455","2008","10","22"
"10924","2008","10","22"
"11550","2008","10","22"
"12304","2008","10","22"
"11793","2008","10","22"
"11747","2008","10","22"
"11419","2008","10","22"
"13662","2008","10","22"
"11766","2008","10","22"
"11733","2008","10","21"
"14468","2008","10","21"
"14092","2008","10","21"
"10512","2008","10","21"
"11580","2008","10","21"
"11754","2008","10","21"
"10598","2008","10","21"
"13901","2008","10","21"
"14616","2008","10","21"
"13219","2008","10","21"
"10977","2008","10","21"
"13421","2008","10","21"
"11203","2008","10","21"
"11572","2008","10","21"
"10549","2008","10","20"
"11691","2008","10","20"
"10454","2008","10","20"
"11780","2008","10","20"
"11421","2008","10","20"
"12182","2008","10","20"
"11003","2008","10","20"
"11354","2008","10","20"
"14206","2008","10","20"
"11232","2008","10","20"
"10603","2008","10","20"
"13619","2008","10","20"
"13502","2008","10","20"
"11762","2008","10","20"
"14526","2008","10","20"
"14482","2008","10","20"
"14456","2008","10","20"
"11783","2008","10","20"
"11703","2008","10","20"
"10007","2008","10","20"
"12553","2008","10","20"
"11542","2008","10","20"
"14623","2008","10","19"
"13032","2008","10","19"
"10308","2008","10","19"
"11714","2008","10","19"
"11030","2008","10","19"
"13790","2008","10","19"
"12118","2008","10","19"
"11782","2008","10","19"
"13031","2008","10","19"
"13088","2008","10","19"
"12771","2008","10","19"
"10550","2008","10","19"
"14222","2008","10","19"
"14617","2008","10","19"
"10960","2008","10","19"
"10567","2008","10","19"
"11953","2008","10","19"
"12953","2008","10","19"
"11210","2008","10","18"
"11738","2008","10","18"
"11552","2008","10","18"
"14031","2008","10","18"
"11422","2008","10","18"
"13066","2008","10","18"
"12571","2008","10","18"
"10570","2008","10","18"
"13204","2008","10","18"
"12159","2008","10","18"
"12043","2008","10","18"
"14607","2008","10","18"
"11214","2008","10","18"
"10704","2008","10","18"
"11717","2008","10","18"
"10303","2008","10","18"
"11418","2008","10","18"
"10541","2008","10","18"
"11365","2008","10","18"
"11423","2008","10","18"
"14606","2008","10","17"
"14843","2008","10","17"
"11235","2008","10","17"
"10707","2008","10","17"
"11950","2008","10","17"
"14305","2008","10","17"
"11249","2008","10","17"
"11790","2008","10","17"
"14214","2008","10","17"
"10601","2008","10","17"
"11417","2008","10","17"
"10805","2008","10","17"
"14903","2008","10","17"
"10901","2008","10","17"
"10509","2008","10","17"
"11432","2008","10","17"
"11742","2008","10","16"
"11412","2008","10","16"
"11370","2008","10","16"
"14810","2008","10","16"
"13078","2008","10","16"
"14141","2008","10","16"
"13035","2008","10","16"
"11364","2008","10","16"
"14004","2008","10","16"
"13676","2008","10","16"
"14905","2008","10","16"
"12569","2008","10","16"
"11378","2008","10","16"
"12202","2008","10","16"
"12572","2008","10","16"
"11228","2008","10","16"
"11729","2008","10","16"
"14301","2008","10","16"
"11212","2008","10","16"
"10803","2008","10","15"
"11961","2008","10","15"
"13501","2008","10","15"
"10039","2008","10","15"
"10543","2008","10","15"
"12209","2008","10","15"
"12184","2008","10","15"
"11951","2008","10","15"
"11204","2008","10","15"
"12210","2008","10","15"
"11219","2008","10","15"
"11379","2008","10","15"
"14213","2008","10","15"
"11764","2008","10","15"
"14886","2008","10","15"
"14706","2008","10","15"
"11934","2008","10","15"
"11755","2008","10","15"
"14425","2008","10","15"
"11553","2008","10","15"
"13039","2008","10","15"
"10590","2008","10","15"
"10605","2008","10","15"
"14625","2008","10","15"
"14611","2008","10","14"
"13350","2008","10","14"
"14527","2008","10","14"
"14218","2008","10","14"
"14210","2008","10","14"
"13205","2008","10","14"
"11010","2008","10","14"
"11946","2008","10","14"
"14047","2008","10","14"
"12962","2008","10","14"
"11223","2008","10","14"
"10941","2008","10","14"
"11702","2008","10","14"
"13326","2008","10","14"
"11730","2008","10","14"
"10282","2008","10","14"
"10005","2008","10","14"
"12186","2008","10","14"
"14901","2008","10","14"
"10302","2008","10","14"
"13603","2008","10","14"
"11501","2008","10","14"
"11361","2008","10","14"
"13212","2008","10","13"
"12589","2008","10","13"
"12586","2008","10","13"
"14904","2008","10","13"
"11968","2008","10","13"
"11963","2008","10","13"
"14032","2008","10","13"
"11415","2008","10","13"
"13073","2008","10","13"
"10309","2008","10","13"
"10037","2008","10","13"
"12946","2008","10","13"
"11224","2008","10","13"
"10703","2008","10","13"
"11040","2008","10","13"
"14057","2008","10","13"
"12972","2008","10","13"
"14621","2008","10","13"
"10533","2008","10","13"
"13642","2008","10","13"
"13815","2008","10","13"
"13068","2008","10","13"
"10069","2008","10","13"
"13203","2008","10","13"
"11771","2008","10","13"
"13214","2008","10","13"
"14895","2008","10","13"
"13492","2008","10","12"
"14132","2008","10","12"
"11358","2008","10","12"
"14011","2008","10","12"
"14219","2008","10","12"
"13104","2008","10","12"
"11367","2008","10","12"
"11791","2008","10","12"
"11705","2008","10","12"
"11767","2008","10","12"
"14882","2008","10","12"
"10606","2008","10","12"
"10965","2008","10","12"
"12305","2008","10","12"
"12828","2008","10","12"
"14472","2008","10","12"
"14867","2008","10","12"
"10994","2008","10","12"
"14615","2008","10","12"
"10514","2008","10","12"
"11694","2008","10","12"
"13224","2008","10","12"
"14569","2008","10","12"
"13827","2008","10","12"
"12106","2008","10","12"
"14513","2008","10","12"
"11414","2008","10","12"
"10044","2008","10","12"
"11563","2008","10","12"
"10706","2008","10","12"
"11949","2008","10","12"
"13084","2008","10","12"
"11788","2008","10","12"
"11726","2008","10","12"
"14801","2008","10","11"
"13057","2008","10","11"
"14085","2008","10","11"
"13148","2008","10","11"
"12986","2008","10","11"
"14437","2008","10","11"
"13365","2008","10","11"
"12009","2008","10","11"
"13053","2008","10","11"
"11416","2008","10","11"
"13617","2008","10","11"
"10304","2008","10","11"
"12833","2008","10","11"
"11740","2008","10","11"
"12538","2008","10","11"
"14610","2008","10","11"
"10504","2008","10","11"
"13037","2008","10","11"
"14174","2008","10","11"
"12188","2008","10","11"
"14207","2008","10","11"
"12549","2008","10","10"
"13624","2008","10","10"
"11721","2008","10","10"
"14817","2008","10","10"
"14489","2008","10","10"
"13413","2008","10","10"
"12204","2008","10","10"
"10930","2008","10","10"
"10530","2008","10","10"
"10709","2008","10","10"
"11360","2008","10","10"
"11369","2008","10","10"
"11753","2008","10","10"
"12522","2008","10","10"
"13152","2008","10","10"
"12206","2008","10","10"
"13634","2008","10","10"
"10804","2008","10","10"
"13357","2008","10","10"
"14883","2008","10","10"
"12414","2008","10","10"
"11777","2008","10","10"
"11751","2008","10","10"
"11752","2008","10","10"
"12053","2008","10","10"
"14525","2008","10","10"
"13135","2008","10","10"
"12158","2008","10","10"
"10018","2008","10","10"
"13114","2008","10","10"
"13612","2008","10","10"
"11229","2008","10","10"
"10579","2008","10","10"
"12033","2008","10","10"
"14136","2008","10","10"
